PPN;level;GOK;parent;DE;query;EN;
GEOLEO04470;10;GEOLEO04470;GEOLEO04460;Teilfragen zu Hamburg {Geographie};lkl=QGB 542 or ((fbg=DK 911*) and (fbg=DK 914.30SH/HH));Particular Questions Hamburg {Geography};
GEOLEO04480;8;GEOLEO04480;GEOLEO04120;Nordostdeutschland {Geographie};lkl=QGB 550 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Northeast Germany {Geography};
GEOLEO04490;9;GEOLEO04490;GEOLEO04480;Physische Geographie Nordostdeutschlands;lkl=QGB 552 or ((fbg=DK 911.2) and (fbg=DK 914.30MV));Physical Geography Northeast Germany;
GEOLEO04500;9;GEOLEO04500;GEOLEO04480;Kulturgeographie Nordostdeutschlands;lkl=QGB 554 or ((fbg=DK 911.3) and (fbg=DK 914.30MV));Cultural Geography Northeast Germany;
GEOLEO04510;9;GEOLEO04510;GEOLEO04480;Angewandte Geographie Nordostdeutschlands;lkl=QGB 556 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Applied Geography Northeast Germany;
GEOLEO04520;9;GEOLEO04520;GEOLEO04480;Teilfragen zu Nordostdeutschland {Geographie};lkl=QGB 558 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Particular Questions Northeast Germany {Geography};
GEOLEO04530;9;GEOLEO04530;GEOLEO04480;Mecklenburg-Vorpommern {Geographie};lkl=QGB 570 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Mecklenburg-Vorpommern {Geography};
GEOLEO04540;10;GEOLEO04540;GEOLEO04530;Teilfragen zu Mecklenburg-Vorpommern {Geographie};lkl=QGB 571 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Particular Questions Mecklenburg-Vorpommern {Geography};
GEOLEO04550;10;GEOLEO04550;GEOLEO04530;Landesteile zu Mecklenburg-Vorpommern {Geographie};lkl=QGB 573 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Country Parts Mecklenburg-Vorpommern {Geography};
GEOLEO04560;10;GEOLEO04560;GEOLEO04530;Kreise von Mecklenburg-Vorpommern {Geographie};lkl=QGB 575 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Administrative Districts Mecklenburg-Vorpommern {Geography};
GEOLEO04570;10;GEOLEO04570;GEOLEO04530;Einzelne Orte von Mecklenburg-Vorpommern {Geographie};lkl=QGB 579 or ((fbg=DK 911*) and (fbg=DK 914.30MV));Particular Locations Mecklenburg-Vorpommern {Geography};
GEOLEO04580;7;GEOLEO04580;GEOLEO04060;Ostdeutschland {Geographie};lkl=QGB 600 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 911*));East Germany {Geography};
GEOLEO04590;8;GEOLEO04590;GEOLEO04580;Physische Geographie Ostdeutschlands;lkl=QGB 602 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 911.2*));Physical Geography East Germany;
GEOLEO04600;8;GEOLEO04600;GEOLEO04580;Kulturgeographie Ostdeutschlands;lkl=QGB 604 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 911.3*));Cultural Geography East Germany;
GEOLEO04610;8;GEOLEO04610;GEOLEO04580;Angewandte Geographie Ostdeutschlands;lkl=QGB 606 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 911*));Applied Geography East Germany;
GEOLEO04620;8;GEOLEO04620;GEOLEO04580;Teilfragen zu Ostdeutschland {Geographie};lkl=QGB 608 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 911*));Particular Questions East Germany {Geography};
GEOLEO04630;8;GEOLEO04630;GEOLEO04580;Berlin {Geographie};lkl=QGB 620 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Berlin{Geography};
GEOLEO04640;9;GEOLEO04640;GEOLEO04630;Teilfragen zu Berlin {Geographie};lkl=QGB 621 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Particular Questions Berlin {Geography};
GEOLEO04650;9;GEOLEO04650;GEOLEO04630;Stadtbezirke von Berlin {Geographie};lkl=QGB 625 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));City Districts Berlin {Geography};
GEOLEO04660;8;GEOLEO04660;GEOLEO04580;Brandenburg {Geographie};lkl=QGB 640 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Brandenburg {Geography};
GEOLEO04670;9;GEOLEO04670;GEOLEO04660;Teilfragen zu Brandenburg {Geographie};lkl=QGB 641 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Particular Questions Brandenburg {Geography};
GEOLEO04680;9;GEOLEO04680;GEOLEO04660;Landesteile von Brandenburg {Geographie};lkl=QGB 643 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Country Parts Brandenburg {Geography};
GEOLEO04690;9;GEOLEO04690;GEOLEO04660;Kreise von Brandenburg {Geographie};lkl=QGB 645 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Administrative Districs Brandenburg {Geography};
GEOLEO04700;9;GEOLEO04700;GEOLEO04660;Einzelne Orte von Brandenburg {Geographie};lkl=QGB 649 or ((fbg=DK 911*) and (fbg=DK 914.30BE/BB));Particular Locations Brandenburg {Geography};
GEOLEO04710;7;GEOLEO04710;GEOLEO04060;Mitteldeutschland {Geographie};lkl=QGB 650 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 911*));Central Germany {Geography};
GEOLEO04720;8;GEOLEO04720;GEOLEO04710;Physische Geographie Mitteldeutschlands;lkl=QGB 652 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 911.2*));Physical Geography Central Germany;
GEOLEO04730;8;GEOLEO04730;GEOLEO04710;Kulturgeographie Mitteldeutschlands;lkl=QGB 654 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 911.3*));Cultural Geography Central Germany;
GEOLEO04740;8;GEOLEO04740;GEOLEO04710;Angewandte Geographie Mitteldeutschlands;lkl=QGB 656 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 911*));Applied Geography Central Germany;
GEOLEO04750;8;GEOLEO04750;GEOLEO04710;Teilfragenb zu Mitteldeutschland {Geographie};lkl=QGB 658 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 911*));Particular Questions Central Germany {Geography};
GEOLEO04760;8;GEOLEO04760;GEOLEO04710;Sachsen-Anhalt {Geographie};lkl=QGB 660 or ((fbg=DK 911*) and (fbg=DK 914.30SA));Saxony-Anhalt {Geography};
GEOLEO04770;9;GEOLEO04770;GEOLEO04760;Teilfragen zu Sachsen-Anhalt {Geographie};lkl=QGB 661 or ((fbg=DK 911*) and (fbg=DK 914.30SA));Particular Questions Saxony-Anhalt {Geography};
GEOLEO04780;9;GEOLEO04780;GEOLEO04760;Landesteile von Sachsen-Anhalt {Geographie};lkl=QGB 663 or ((fbg=DK 911*) and (fbg=DK 914.30SA));Country Parts Saxony-Anhalt {Geography};
GEOLEO04790;9;GEOLEO04790;GEOLEO04760;Kreise von Sachsen-Anhalt {Geographie};lkl=QGB 665 or ((fbg=DK 911*) and (fbg=DK 914.30SA));Administrative Districts Saxony-Anhalt {Geography};
GEOLEO04800;9;GEOLEO04800;GEOLEO04760;Einzelne Orte von Sachsen-Anhalt {Geographie};lkl=QGB 669 or ((fbg=DK 911*) and (fbg=DK 914.30SA));Particular Locations Saxony-Anhalt {Geography};
GEOLEO04810;8;GEOLEO04810;GEOLEO04710;Sachsen {Geographie};lkl=QGB 670 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 911*));Saxony {Geography};
GEOLEO04820;9;GEOLEO04820;GEOLEO04810;Teilfragen von Sachsen {Geographie};lkl=QGB 671 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 911*));Particular Questions Saxony {Geography};
GEOLEO04830;9;GEOLEO04830;GEOLEO04810;Landesteile von Sachsen {Geographie};lkl=QGB 673 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 911*));Country Parts Saxony {Geography};
GEOLEO04840;9;GEOLEO04840;GEOLEO04810;Kreise von Sachsen {Geographie};lkl=QGB 675 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 911*));Administrative Districts Saxony {Geography};
GEOLEO04850;9;GEOLEO04850;GEOLEO04810;Einzelne Orte von Sachsen {Geographie};lkl=QGB 679 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 911*));Particular Locations Saxony {Geography};
GEOLEO04860;8;GEOLEO04860;GEOLEO04710;Thüringen {Geographie};lkl=QGB 680 or ((fbg=DK 911*) and (fbg=DK 914.30TH));Thuringia {Geography};
GEOLEO04870;9;GEOLEO04870;GEOLEO04860;Teilfragen von Thüringen {Geographie};lkl=QGB 681 or ((fbg=DK 911*) and (fbg=DK 914.30TH));Particular Questions Thuringia {Geography};
GEOLEO04880;9;GEOLEO04880;GEOLEO04860;Landesteile von Thüringen {Geographie};lkl=QGB 683 or ((fbg=DK 911*) and (fbg=DK 914.30TH));Country Parts Thuringia {Geography};
GEOLEO04890;9;GEOLEO04890;GEOLEO04860;Kreise von Thüringen {Geographie};lkl=QGB 685 or ((fbg=DK 911*) and (fbg=DK 914.30TH));Administrative Districts Thuringia {Geography};
GEOLEO04900;9;GEOLEO04900;GEOLEO04860;Einzelne Orte von Thüringen {Geographie};lkl=QGB 689 or ((fbg=DK 911*) and (fbg=DK 914.30TH));Particular Locations Thuringia {Geography};
GEOLEO04910;7;GEOLEO04910;GEOLEO04060;Westdeutschland {Geographie};lkl=QGB 700 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 911*));West Germany {Geography};
GEOLEO04920;8;GEOLEO04920;GEOLEO04910;Physische Geographien Westdeutschlands;lkl=QGB 702 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 911.2*));Physical Geography West Germany {Geography};
GEOLEO04930;8;GEOLEO04930;GEOLEO04910;Kulturgeographie Westdeutschlands;lkl=QGB 704 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 911.3));Cultural Geography West Germany {Geography};
GEOLEO04940;8;GEOLEO04940;GEOLEO04910;Angewandte Geographie Westdeutschlands;lkl=QGB 706 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 911*));Applied Geography West Germany {Geography};
GEOLEO04950;8;GEOLEO04950;GEOLEO04910;Teilfragen zu Westdeutschland {Geographie};lkl=QGB 708 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 911*));Particular Questions West Germany {Geography};
GEOLEO04960;8;GEOLEO04960;GEOLEO04910;Hessen {Geographie};lkl=QGB 710 or ((fbg=DK 911*) and (fbg=DK 914.30HE));Hesse {Geography};
GEOLEO04970;9;GEOLEO04970;GEOLEO04960;Teilfragen zu Hessen {Geographie};lkl=QGB 711 or ((fbg=DK 911*) and (fbg=DK 914.30HE));Particular Questions Hesse {Geography};
GEOLEO04980;9;GEOLEO04980;GEOLEO04960;Landesteile von Hessen {Geographie};lkl=QGB 713 or ((fbg=DK 911*) and (fbg=DK 914.30HE));Country Parts Hesse {Geography};
GEOLEO04990;9;GEOLEO04990;GEOLEO04960;Kreise von Hessen {Geographie};lkl=QGB 715 or ((fbg=DK 911*) and (fbg=DK 914.30HE));Administrative Districts Hesse {Geography};
GEOLEO05000;9;GEOLEO05000;GEOLEO04960;Einzelne Orte von Hessen {Geographie};lkl=QGB 719 or ((fbg=DK 911*) and (fbg=DK 914.30HE));Particular Locations Hesse {Geography};
GEOLEO05010;8;GEOLEO05010;GEOLEO04910;Rheinland-Pfalz {Geographie};lkl=QGB 720 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Rhineland-Palatinate {Geography};
GEOLEO05020;9;GEOLEO05020;GEOLEO05010;Teilfragen zu Rheinland-Pfalz {Geographie};lkl=QGB 721 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Particular Questions Rhineland-Palatinate {Geography};
GEOLEO05030;9;GEOLEO05030;GEOLEO05010;Landesteile von Rheinland-Pfalz {Geographie};lkl=QGB 723 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Country Parts Rhineland-Palatinate {Geography};
GEOLEO05040;9;GEOLEO05040;GEOLEO05010;Kreise von Rheinland-Pfalz {Geographie};lkl=QGB 725 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Administrative Districts Rhineland-Palatinate {Geography};
GEOLEO05050;9;GEOLEO05050;GEOLEO05010;Einzelne Orte von Rehinland-Pfalz {Geographie};lkl=QGB 729 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Particular Locations Rhineland-Palatinate {Geography};
GEOLEO05060;8;GEOLEO05060;GEOLEO04910;Saarland {Geographie};lkl=QGB 730 or ((fbg=DK 911*) and (fbg=DK 914.30SL));Saarland {Geography};
GEOLEO05070;9;GEOLEO05070;GEOLEO05060;Teilfragen zum Saarland {Geographie};lkl=QGB 731 or ((fbg=DK 911*) and (fbg=DK 914.30SL));Particular Questions Saarland {Geography};
GEOLEO05080;9;GEOLEO05080;GEOLEO05060;Landesteile des Saarlandes {Geographie};lkl=QGB 733 or ((fbg=DK 911*) and (fbg=DK 914.30SL));County Parts Saarland {Geography};
GEOLEO05090;9;GEOLEO05090;GEOLEO05060;Kreise des Saarlandes {Geographie};lkl=QGB 735 or ((fbg=DK 911*) and (fbg=DK 914.30SL));Administrative Districts Saarland {Geography};
GEOLEO05100;9;GEOLEO05100;GEOLEO05060;Einzelne Orte des Saarlandes {Geographie};lkl=QGB 739 or ((fbg=DK 911*) and (fbg=DK 914.30SL));Particular Locations Saarland {Geography};
GEOLEO05110;8;GEOLEO05110;GEOLEO04910;Nordrhein-Westfalen {Geographie};lkl=QGB 740 or ((fbg=DK 911*) and (fbg=DK 914.30NW));North Rhine-Westphalia {Geography};
GEOLEO05120;9;GEOLEO05120;GEOLEO05110;Teilfragen zu Nordrhein-Westfalen {Geographie};lkl=QGB 741 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Particular Questions North Rhine-Westphalia {Geography};
GEOLEO05130;9;GEOLEO05130;GEOLEO05110;Rheinland {Geographie};lkl=QGB 743 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Rhineland {Geography};
GEOLEO05140;9;GEOLEO05140;GEOLEO05110;Ruhrgebiet {Geographie};lkl=QGB 744 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Ruhr District {Geography};
GEOLEO05150;9;GEOLEO05150;GEOLEO05110;Westfalen {Geographie};lkl=QGB 745 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Westphalia {Geography};
GEOLEO05160;9;GEOLEO05160;GEOLEO05110;Kreise von Nordrhein-Westfalen {Geographie};lkl=QGB 747 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Administrative Districts of North Rhine-Westphalia {Geography};
GEOLEO05170;9;GEOLEO05170;GEOLEO05110;Einzelne Orte Nordrhein-Westfalen {Geographie};lkl=QGB 749 or ((fbg=DK 911*) and (fbg=DK 914.30NW));Particular Locations of North Rhine-Westphalia{Geography};
GEOLEO05180;7;GEOLEO05180;GEOLEO04060;Süd- und Südwestdeutschland {Geographie};lkl=QGB 750 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 911*));South and Southwest Germany {Geography};
GEOLEO05190;8;GEOLEO05190;GEOLEO05180;Physische Geographie Süd- und Südwestdeutschlands {Geographie};lkl=QGB 752 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 911.2*));Physical Geography of South and Southwest Germany;
GEOLEO05200;8;GEOLEO05200;GEOLEO05180;Kulturgeographie Süd- und Südwestdeutschlands;lkl=QGB 754 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 911.3));Cultural Geography of South and Southwest Germany;
GEOLEO05210;8;GEOLEO05210;GEOLEO05180;Angewandte Geographie Süd- und Südwestdeutschlands;lkl=QGB 756 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 911*));Applied Geography of South and Southwest Germany;
GEOLEO05220;8;GEOLEO05220;GEOLEO05180;Teilfragen zu Süd- und Südwestdeutschlands {Geographie};lkl=QGB 758 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 911*));Particular Questions of South and Southwest Germany {Geography};
GEOLEO05230;8;GEOLEO05230;GEOLEO05180;Baden-Württemberg {Geographie};lkl=QGB 760 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Baden-Wurttemberg {Geography};
GEOLEO05240;9;GEOLEO05240;GEOLEO05230;Teilfragen zu Baden-Württemberg {Geographie};lkl=QGB 761 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Particular Questions of Baden-Wurttemberg {Geography};
GEOLEO05250;9;GEOLEO05250;GEOLEO05230;Baden {Geographie};lkl=QGB 763 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Baden {Geography};
GEOLEO05260;9;GEOLEO05260;GEOLEO05230;Württemberg {Geographie};lkl=QGB 764 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Wurttemberg {Geography};
GEOLEO05270;9;GEOLEO05270;GEOLEO05230;Kreise von Baden-Württemberg {Geographie};lkl=QGB 767 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Administrative Districts of Baden-Wurttemberg {Geography};
GEOLEO05280;9;GEOLEO05280;GEOLEO05230;Einzelne Orte von Baden-Württemberg {Geographie};lkl=QGB 769 or ((fbg=DK 911*) and (fbg=DK 914.30BW));Particular Locations of Baden-Wurttemberg {Geography};
GEOLEO05290;8;GEOLEO05290;GEOLEO05180;Bayern {Geographie};lkl=QGB 780 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Bavaria {Geography};
GEOLEO05300;9;GEOLEO05300;GEOLEO05290;Teilfragen zu Bayern {Geographie};lkl=QGB 781 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Particular Questions Bavaria {Geography};
GEOLEO05310;9;GEOLEO05310;GEOLEO05290;Altbayern, Südbayern {Geographie};lkl=QGB 783 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Old Bavaria, South Bavaria {Geography};
GEOLEO05320;9;GEOLEO05320;GEOLEO05290;Bayerisch-Schwaben {Geographie};lkl=QGB 784 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Bavaria-Swabia {Geography};
GEOLEO05330;9;GEOLEO05330;GEOLEO05290;Franken {Geographie};lkl=QGB 785 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Franconia {Geography};
GEOLEO05340;9;GEOLEO05340;GEOLEO05290;Oberpfalz {Geographie};lkl=QGB 786 or ((fbg=DK 911*) and (fbg=DK 914.30RP));Upper Palatinate {Geography};
GEOLEO05350;9;GEOLEO05350;GEOLEO05290;Kreise von Bayern {Geographie};lkl=QGB 787 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Administrative Districts of Bavaria {Geography};
GEOLEO05360;9;GEOLEO05360;GEOLEO05290;Einzelne Orte von Bayern {Geographie};lkl=QGB 789 or ((fbg=DK 911*) and (fbg=DK 914.30BY));Particular Locations of Bavaria {Geography};
GEOLEO05370;7;GEOLEO05370;GEOLEO04060;Ehemalige deutsche Ostgebiete {Geographie};lkl=QGB 800 or ((fbg=DK 911*) and (fbg=DK 914.38*));Former German East Regions, East Prussia… {Geography};
GEOLEO05380;8;GEOLEO05380;GEOLEO05370;Teilfragen zu den ehemaligen deutschen Ostgebieten {Geographie};lkl=QGB 802 or ((fbg=DK 911*) and (fbg=DK 914.38*));Particular Questions Former German East Regions {Geography};
GEOLEO05390;8;GEOLEO05390;GEOLEO05370;Pommern {Geographie};lkl=QGB 820 or ((fbg=DK 911*) and (fbg=DK 914.38*));Pomerania {Geography};
GEOLEO05400;8;GEOLEO05400;GEOLEO05370;Westpreußen und Danzig {Geographie};lkl=QGB 830 or ((fbg=DK 911*) and (fbg=DK 914.38*));West Prussia and Gdansk {Geography};
GEOLEO05410;8;GEOLEO05410;GEOLEO05370;Ostpreußen {Geographie};lkl=QGB 840 or ((fbg=DK 911*) and (fbg=DK 914.38*));East Prussia {Geography};
GEOLEO05420;8;GEOLEO05420;GEOLEO05370;Memelland {Geographie};lkl=QGB 850 or ((fbg=DK 911*) and (fbg=DK 913(282.247.28)));Memel District {Geography};
GEOLEO05430;8;GEOLEO05430;GEOLEO05370;Wartheland {Geographie};lkl=QGB 860 or ((fbg=DK 911*) and (fbg=DK 913(282.243.56)));Warthe District {Geography};
GEOLEO05440;8;GEOLEO05440;GEOLEO05370;Schlesien {Geographie};lkl=QGB 870 or ((fbg=DK 911*) and (fbg=DK 914.38*));Silesia {Geography};
GEOLEO05450;6;GEOLEO05450;GEOLEO03270;Alpenländer {Geographie};lkl=QGB 900 or ((fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 911*));Alp Countries {Geography};
GEOLEO05460;7;GEOLEO05460;GEOLEO05450;Physische Geographie der Alpenländer;lkl=QGB 902 or ((fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 911.2*));Physical Geography of Alp Countries;
GEOLEO05470;7;GEOLEO05470;GEOLEO05450;Kulturgeographie der Alpenländer;lkl=QGB 904 or ((fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 911.3));Cultural Geography of Alp Countries;
GEOLEO05480;7;GEOLEO05480;GEOLEO05450;Angewandte Geographie der Alpenländer;lkl=QGB 906 or ((fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 911*));Applied Geography of Alp Countries;
GEOLEO05490;7;GEOLEO05490;GEOLEO05450;Teilfragen zu den Alpenländern {Geographie};lkl=QGB 908 or ((fbg=DK 914.30* or fbg=DK 914.36* or fbg=DK 914.94*) and (fbg=DK 911*));Particular Questions of Alp Countries {Geography};
GEOLEO05500;7;GEOLEO05500;GEOLEO05450;Schweiz {Geographie};lkl=QGB 920 or ((fbg=DK 914.94*) and (fbg=DK 911*));Switzerland {Geography};
GEOLEO05510;8;GEOLEO05510;GEOLEO05500;Physische Geographie der Schweiz;lkl=QGB 921 or ((fbg=DK 914.94*) and (fbg=DK 911.2*));Physical Geography Switzerland;
GEOLEO05520;8;GEOLEO05520;GEOLEO05500;Kulturgeographie der Schweiz;lkl=QGB 922 or ((fbg=DK 914.94*) and (fbg=DK 911.3));Cultural Geography Switzerland;
GEOLEO05530;8;GEOLEO05530;GEOLEO05500;Angewandte Geographie der Schweiz;lkl=QGB 923 or ((fbg=DK 914.94*) and (fbg=DK 911*));Applied Geography Switzerland;
GEOLEO05540;8;GEOLEO05540;GEOLEO05500;Teilfragen zur Schweiz {Geographie};lkl=QGB 924 or ((fbg=DK 914.94*) and (fbg=DK 911*));Particular Questions Switzerland {Geography};
GEOLEO05550;8;GEOLEO05550;GEOLEO05500;Teilregionen der Schweiz {Geographie};lkl=QGB 927 or ((fbg=DK 914.94*) and (fbg=DK 911*));Particular Regions Switzerland {Geography};
GEOLEO05560;8;GEOLEO05560;GEOLEO05500;Einzelne Orte der Schweiz {Geographie};lkl=QGB 929 or ((fbg=DK 914.94*) and (fbg=DK 911*));Particular Locations in Switzerland {Geography};
GEOLEO05570;7;GEOLEO05570;GEOLEO05450;Liechtenstein {Geographie};lkl=QGB 940 or ((fbg=DK 914.949*) and (fbg=DK 911*));Liechtenstein {Geography};
GEOLEO05580;8;GEOLEO05580;GEOLEO05570;Teilfragen zu Liechtenstein {Geographie};lkl=QGB 942 or ((fbg=DK 914.949*) and (fbg=DK 911*));Particular Questions of Liechtenstein {Geography};
GEOLEO05590;7;GEOLEO05590;GEOLEO05450;Österreich {Geographie};lkl=QGB 960 or ((fbg=DK 914.36*) and (fbg=DK 911*));Austria {Geography};
GEOLEO05600;8;GEOLEO05600;GEOLEO05590;Physische Geographie Österreichs;lkl=QGB 961 or ((fbg=DK 914.36*) and (fbg=DK 911.2*));Physical Geography of Austria;
GEOLEO05610;8;GEOLEO05610;GEOLEO05590;Kulturgeographie Österreichs;lkl=QGB 962 or ((fbg=DK 914.36*) and (fbg=DK 911.3));Cultural Geography of Austria;
GEOLEO05620;8;GEOLEO05620;GEOLEO05590;Angewandte Geographie Österreichs;lkl=QGB 963 or ((fbg=DK 914.36*) and (fbg=DK 911*));Applied Geography of Austria;
GEOLEO05630;8;GEOLEO05630;GEOLEO05590;Teilfragen zu Österreich {Geographie};lkl=QGB 964 or ((fbg=DK 914.36*) and (fbg=DK 911*));Particular Questions of Austria {Geography};
GEOLEO05640;8;GEOLEO05640;GEOLEO05590;Tirol und Vorarlberg {Geographie};lkl=QGB 972 or ((fbg=DK 914.36T or fbg=DK 914.36V) and (fbg=DK 911*));Tyrol and Vorarlberg {Geography};
GEOLEO05650;8;GEOLEO05650;GEOLEO05590;Salzburg und Steiermark {Geographie};lkl=QGB 973 or ((fbg=DK 914.36S or fbg=DK 914.36G) and (fbg=DK 911*));Salzburg and Styria {Geography};
GEOLEO05660;8;GEOLEO05660;GEOLEO05590;Ober- und Niederösterreich {Geographie};lkl=QGB 974 or ((fbg=DK 914.36L or fbg=DK 914.36N) and (fbg=DK 911*));Upper and Lower Austria {Geography};
GEOLEO05670;8;GEOLEO05670;GEOLEO05590;Wien und Burgenland {Geographie};lkl=QGB 975 or ((fbg=DK 914.36N or fbg=DK 914.36B) and (fbg=DK 911*));Vienna and Burgenland {Geography};
GEOLEO05680;8;GEOLEO05680;GEOLEO05590;Kärnten und Osttirol {Geographie};lkl=QGB 976 or ((fbg=DK 914.36K or fbg=DK 914.36T) and (fbg=DK 911*));Carinthia and East Tyrol {Geography};
GEOLEO05690;8;GEOLEO05690;GEOLEO05590;Einzelne Orte Österreichs {Geographie};lkl=QGB 979 or ((fbg=DK 914.36*) and (fbg=DK 911*));Particular Locations of Austria {Geography};
GEOLEO05700;4;GEOLEO05700;GEOLEO03190;Nordeuropa {Geographie};lkl=QGC 000 or ((fbg=DK 914.91* or fbg=DK 914.8* or fbg=DK 914.74*) and (fbg=DK 911*));Northern Europe {Geography};
